"","winner","TopAvg","JungleAvg","MidAvg","ADCAvg","SupportAvg","GameLength","KillDiff","Season","TopWinningTeam","JungWinningTeam","MidWinningTeam","ADCWinningTeam","SupWinningTeam","Carry","TeamOfCarry"
"327","Blue",-1059,-1051,-1708,-2043,157,29,14,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"328","Red",-2512,-2563,-3511,-3014,-92,35,-6,2016,"Red","Red","Red","Red","Red","Mid","Red"
"329","Blue",-903,-678,-1780,-1065,889,34,15,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"330","Blue",-1568,-1272,-3412,-2958,281,44,-3,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"331","Blue",-763,-698,-1271,-1125,754,34,21,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"332","Red",-1778,-1542,-2834,-1325,-111,30,-9,2016,"Red","Red","Red","Red","Red","Mid","Red"
"333","Blue",-893,-937,-1463,-1637,201,26,6,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"334","Red",-1885,-1813,-2323,-2823,-178,45,0,2016,"Red","Red","Red","Red","Red","ADC","Red"
"335","Red",-4003,-1900,-2964,-3679,-344,39,-7,2016,"Red","Red","Red","Red","Red","Top","Red"
"336","Blue",-896,-480,-793,-1381,1077,33,11,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"337","Red",-2783,-1107,-2180,-1756,611,39,-3,2016,"Red","Red","Red","Red","Blue","Top","Red"
"338","Blue",-1016,-882,-1627,-948,560,32,4,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"339","Blue",-1995,-1930,-3806,-3946,-289,65,3,2016,"Red","Red","Red","Red","Red","ADC","Red"
"340","Blue",-951,-1116,-2650,-2265,956,43,3,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"341","Red",-3067,-2788,-2877,-3274,-279,42,-2,2016,"Red","Red","Red","Red","Red","ADC","Red"
"342","Red",-2487,-2598,-3230,-3817,-250,44,-21,2016,"Red","Red","Red","Red","Red","ADC","Red"
"343","Red",-3287,-3270,-3563,-2859,-928,44,-8,2016,"Red","Red","Red","Red","Red","Mid","Red"
"344","Blue",-2601,-1454,-4361,-3503,714,51,1,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"345","Red",-2614,-2401,-2574,-2448,-689,35,-8,2016,"Red","Red","Red","Red","Red","Top","Red"
"346","Blue",-2002,-2506,-3215,-3184,144,57,6,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"347","Blue",-981,-1352,-1438,-1560,108,32,8,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"348","Blue",-1346,-2424,-3065,-1857,590,41,8,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"349","Blue",-1311,-1434,-1689,-1612,616,30,4,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"350","Blue",-1856,-713,-1885,-1306,469,34,13,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"351","Red",-1822,-1880,-2833,-2368,-364,29,-11,2016,"Red","Red","Red","Red","Red","Mid","Red"
"352","Blue",-2727,-2179,-3145,-3528,-271,48,8,2016,"Red","Red","Red","Red","Red","ADC","Red"
"353","Red",-3401,-1741,-3993,-2431,-709,43,-10,2016,"Red","Red","Red","Red","Red","Mid","Red"
"354","Blue",-1379,-930,-1719,-1963,1056,39,7,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"355","Red",-3290,-2100,-3119,-2458,-197,43,-19,2016,"Red","Red","Red","Red","Red","Top","Red"
"356","Blue",-456,-499,-1313,-1682,763,32,12,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"357","Red",-1573,-2656,-2329,-2710,-284,33,-8,2016,"Red","Red","Red","Red","Red","ADC","Red"
"358","Blue",-1090,-1038,-1451,-1906,446,34,7,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"359","Red",-2217,-1859,-2059,-1927,-422,27,-6,2016,"Red","Red","Red","Red","Red","Top","Red"
"360","Blue",-1281,-1739,-1218,-1478,939,43,16,2016,"Red","Red","Red","Red","Blue","Jungle","Red"
"361","Blue",-1624,-2069,-1900,-2543,-234,35,9,2016,"Red","Red","Red","Red","Red","ADC","Red"
"362","Red",-2783,-2219,-2770,-2587,-690,35,-5,2016,"Red","Red","Red","Red","Red","Top","Red"
"363","Red",-1827,-1788,-2408,-2818,-6,36,-7,2016,"Red","Red","Red","Red","Red","ADC","Red"
"364","Red",-2779,-1507,-2171,-3011,-89,36,-14,2016,"Red","Red","Red","Red","Red","ADC","Red"
"365","Red",-1899,-1991,-2217,-2376,-339,30,-10,2016,"Red","Red","Red","Red","Red","ADC","Red"
"366","Blue",-667,-878,-1245,-1472,272,28,9,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"367","Blue",-393,-838,-968,-1134,455,27,20,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"368","Red",-1362,-1653,-1572,-2026,564,32,-9,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"369","Red",-2213,-2105,-3111,-2719,-213,32,-11,2016,"Red","Red","Red","Red","Red","Mid","Red"
"370","Red",-3788,-2664,-4040,-5738,-1382,58,-2,2016,"Red","Red","Red","Red","Red","ADC","Red"
"371","Red",-1644,-1936,-2549,-3419,-426,30,-22,2016,"Red","Red","Red","Red","Red","ADC","Red"
"372","Blue",-608,-1226,-936,-834,322,27,13,2016,"Red","Red","Red","Red","Blue","Jungle","Red"
"373","Blue",-934,-797,-1234,-1913,355,27,15,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"374","Blue",-2656,-2300,-3358,-2266,-268,44,8,2016,"Red","Red","Red","Red","Red","Mid","Red"
"375","Red",-2392,-2347,-2943,-2425,87,44,-3,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"376","Blue",-2468,-1013,-2632,-2050,527,41,0,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"377","Blue",-1874,-1680,-3554,-2386,50,49,6,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"378","Red",-2973,-2041,-2104,-2036,120,33,-5,2016,"Red","Red","Red","Red","Blue","Top","Red"
"379","Blue",-1525,-1510,-1782,-2322,121,34,9,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"380","Red",-1813,-2345,-2827,-2563,-473,30,-18,2016,"Red","Red","Red","Red","Red","Mid","Red"
"381","Blue",-2346,-1463,-1931,-2527,253,41,10,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"382","Red",-1066,-1491,-1707,-2143,54,28,-3,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"383","Red",-1995,-2017,-3149,-3492,-477,35,-9,2016,"Red","Red","Red","Red","Red","ADC","Red"
"384","Blue",-2450,-1733,-1865,-3761,228,42,11,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"385","Red",-2088,-2379,-2536,-2636,-486,31,-10,2016,"Red","Red","Red","Red","Red","ADC","Red"
"386","Red",-2360,-1948,-2301,-2141,-573,27,-14,2016,"Red","Red","Red","Red","Red","Top","Red"
"387","Red",-2043,-2104,-3368,-3352,-585,38,-8,2016,"Red","Red","Red","Red","Red","Mid","Red"
"388","Blue",-1053,-845,-1307,-1693,252,29,9,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"389","Red",-2009,-2336,-2324,-2089,-569,27,-12,2016,"Red","Red","Red","Red","Red","Jungle","Red"
"390","Blue",-2488,-2133,-2676,-3394,-459,43,5,2016,"Red","Red","Red","Red","Red","ADC","Red"
"391","Red",-2175,-1724,-3184,-3308,547,55,1,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"392","Blue",-1959,-1034,-1404,-851,-111,37,13,2016,"Red","Red","Red","Red","Red","Top","Red"
"393","Blue",-2060,-1836,-2511,-2140,-384,33,0,2016,"Red","Red","Red","Red","Red","Mid","Red"
"394","Blue",-1059,-1159,-871,-1095,301,28,5,2016,"Red","Red","Red","Red","Blue","Jungle","Red"
"395","Red",-2142,-2087,-3064,-3021,-1245,36,-7,2016,"Red","Red","Red","Red","Red","Mid","Red"
"396","Blue",-393,-600,-1085,-1161,300,29,15,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"397","Red",-2295,-1925,-2971,-2399,-154,30,-4,2016,"Red","Red","Red","Red","Red","Mid","Red"
"398","Blue",-1898,-638,-2418,-3220,749,39,3,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"399","Blue",-743,-746,-1525,-1759,85,25,7,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"400","Red",-2074,-1804,-1928,-2090,-238,29,-4,2016,"Red","Red","Red","Red","Red","ADC","Red"
"401","Red",-3311,-2252,-3944,-2651,-42,41,-3,2016,"Red","Red","Red","Red","Red","Mid","Red"
"402","Red",-2565,-1761,-3379,-3038,-1080,37,-9,2016,"Red","Red","Red","Red","Red","Mid","Red"
"403","Red",-2230,-1870,-2848,-2083,-463,30,-15,2016,"Red","Red","Red","Red","Red","Mid","Red"
"404","Red",-1925,-2825,-4430,-3745,-633,40,-15,2016,"Red","Red","Red","Red","Red","Mid","Red"
"405","Red",-4761,-1946,-4233,-4024,628,60,-5,2016,"Red","Red","Red","Red","Blue","Top","Red"
"406","Red",-1727,-1631,-2987,-2580,-156,37,-13,2016,"Red","Red","Red","Red","Red","Mid","Red"
"407","Blue",-2880,-3256,-3746,-3193,-543,44,4,2016,"Red","Red","Red","Red","Red","Mid","Red"
"408","Blue",-1211,-1588,-1152,-2226,498,35,8,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"409","Red",-1818,-2406,-1718,-2647,-864,32,-10,2016,"Red","Red","Red","Red","Red","ADC","Red"
"410","Blue",-1507,-2137,-2818,-1606,690,35,8,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"411","Blue",-814,-943,-1258,-1332,-52,27,8,2016,"Red","Red","Red","Red","Red","ADC","Red"
"412","Red",-2128,-2165,-3436,-3149,-481,32,-17,2016,"Red","Red","Red","Red","Red","Mid","Red"
"413","Red",-2289,-2800,-3088,-2186,-275,37,-7,2016,"Red","Red","Red","Red","Red","Mid","Red"
"414","Blue",-1531,-1727,-2031,-2466,-211,33,13,2016,"Red","Red","Red","Red","Red","ADC","Red"
"415","Red",-2204,-1213,-2577,-2236,255,39,-8,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"416","Blue",-1074,-1227,-1235,-1243,208,24,12,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"417","Red",-2694,-2142,-2401,-2546,-413,28,-16,2016,"Red","Red","Red","Red","Red","Top","Red"
"418","Blue",-977,-834,-1051,-1268,467,27,6,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"419","Red",-2598,-1636,-2634,-1945,161,36,-10,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"420","Red",-2055,-1915,-2676,-2501,-38,30,-9,2016,"Red","Red","Red","Red","Red","Mid","Red"
"421","Blue",-2036,-1902,-1883,-2966,-277,38,0,2016,"Red","Red","Red","Red","Red","ADC","Red"
"422","Red",-2534,-1907,-4462,-3085,-803,47,-3,2016,"Red","Red","Red","Red","Red","Mid","Red"
"423","Red",-2170,-2068,-3176,-2884,-706,32,-2,2016,"Red","Red","Red","Red","Red","Mid","Red"
"424","Blue",-1665,-1486,-2474,-1585,-355,37,2,2016,"Red","Red","Red","Red","Red","Mid","Red"
"425","Blue",-1610,-725,-2646,-2650,416,44,3,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"426","Blue",-4654,-2663,-3372,-3556,-766,55,1,2016,"Red","Red","Red","Red","Red","Top","Red"
"427","Blue",-1780,-1297,-2624,-2300,-3,41,9,2016,"Red","Red","Red","Red","Red","Mid","Red"
"428","Red",-2341,-2137,-2434,-2855,-207,36,-8,2016,"Red","Red","Red","Red","Red","ADC","Red"
"429","Blue",-680,-1042,-1636,-1648,389,31,9,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"430","Blue",-1362,-576,-2705,-1146,626,36,9,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"431","Red",-3335,-2829,-3559,-2486,-460,42,-8,2016,"Red","Red","Red","Red","Red","Mid","Red"
"432","Blue",-2219,-1832,-2474,-1852,729,45,9,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"433","Blue",-1416,-1712,-2011,-2315,18,36,4,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"434","Red",-2215,-3069,-3209,-2689,-682,34,-15,2016,"Red","Red","Red","Red","Red","Mid","Red"
"435","Blue",-2565,-2362,-2769,-2918,-222,43,4,2016,"Red","Red","Red","Red","Red","ADC","Red"
"436","Blue",-1678,-1033,-2137,-1103,736,41,1,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"437","Red",-3387,-2281,-2523,-3017,-461,41,1,2016,"Red","Red","Red","Red","Red","Top","Red"
"438","Red",-1292,-1485,-1841,-2032,-187,25,-14,2016,"Red","Red","Red","Red","Red","ADC","Red"
"439","Blue",-1060,-1373,-1478,-1364,116,26,8,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"440","Blue",-929,-976,-1194,-967,495,28,8,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"441","Red",-1179,-1633,-2229,-2785,-514,28,-4,2016,"Red","Red","Red","Red","Red","ADC","Red"
"442","Red",-1929,-1583,-2518,-2515,-442,28,-14,2016,"Red","Red","Red","Red","Red","Mid","Red"
"443","Blue",-1315,-1609,-1786,-2223,396,33,13,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"444","Blue",-1295,-1159,-2018,-2285,450,35,7,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"445","Blue",-2844,-1670,-3225,-1925,189,39,5,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"446","Red",-1428,-1642,-2288,-2261,-459,28,-9,2016,"Red","Red","Red","Red","Red","Mid","Red"
"447","Red",-1332,-1559,-2698,-2465,-189,31,-9,2016,"Red","Red","Red","Red","Red","Mid","Red"
"448","Blue",-102,-242,-567,-795,726,25,14,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"449","Blue",-2545,-2287,-2953,-2590,60,42,1,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"450","Red",-1272,-2341,-2097,-1433,-186,31,-15,2016,"Red","Red","Red","Red","Red","Jungle","Red"
"451","Red",-2850,-3034,-3451,-3809,-633,42,-8,2016,"Red","Red","Red","Red","Red","ADC","Red"
"452","Blue",-1854,-1806,-2648,-2477,-564,41,-1,2016,"Red","Red","Red","Red","Red","Mid","Red"
"453","Blue",-939,-1253,-1993,-1687,218,30,5,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"454","Red",-3677,-2994,-2810,-2937,-553,33,-17,2016,"Red","Red","Red","Red","Red","Top","Red"
"455","Blue",-764,-1191,-1470,-1048,598,31,5,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"456","Red",-2702,-2294,-3329,-3294,-292,40,-7,2016,"Red","Red","Red","Red","Red","Mid","Red"
"457","Red",-1789,-1603,-1853,-2825,-311,31,-3,2016,"Red","Red","Red","Red","Red","ADC","Red"
"458","Blue",-1493,-1613,-2568,-2047,-543,32,5,2016,"Red","Red","Red","Red","Red","Mid","Red"
"459","Red",-4227,-2959,-3818,-3679,-175,48,-1,2016,"Red","Red","Red","Red","Red","Top","Red"
"460","Blue",-2272,-1884,-2530,-2108,115,38,6,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"461","Red",-3396,-2494,-3413,-3284,-885,34,-14,2016,"Red","Red","Red","Red","Red","Mid","Red"
"462","Red",-1570,-2094,-2926,-2701,-255,33,-12,2016,"Red","Red","Red","Red","Red","Mid","Red"
"463","Red",-3148,-2031,-2302,-2211,-48,35,-11,2016,"Red","Red","Red","Red","Red","Top","Red"
"464","Red",-2700,-1833,-3276,-2666,-416,32,-7,2016,"Red","Red","Red","Red","Red","Mid","Red"
"465","Blue",-1441,-1282,-1784,-2059,544,39,9,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"466","Red",-2202,-2137,-3205,-3605,-609,41,-11,2016,"Red","Red","Red","Red","Red","ADC","Red"
"467","Red",-1100,-1491,-2362,-1963,-19,28,-9,2016,"Red","Red","Red","Red","Red","Mid","Red"
"468","Blue",72,-190,-348,-444,811,25,12,2016,"Blue","Red","Red","Red","Blue","Support","Blue"
"469","Red",-2357,-1861,-2932,-2421,181,37,3,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"470","Red",-2759,-2341,-3840,-3557,-905,38,-10,2016,"Red","Red","Red","Red","Red","Mid","Red"
"471","Blue",-1436,-878,-2059,-1086,718,36,7,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"472","Red",-2389,-2086,-2518,-3178,32,42,-3,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"473","Blue",-2868,-1749,-2797,-2972,-24,48,6,2016,"Red","Red","Red","Red","Red","ADC","Red"
"474","Red",-2034,-1600,-2963,-2413,-388,33,-5,2016,"Red","Red","Red","Red","Red","Mid","Red"
"475","Blue",-1338,-1725,-2323,-3906,-617,46,5,2016,"Red","Red","Red","Red","Red","ADC","Red"
"476","Blue",-1484,-848,-1461,-1239,137,28,15,2016,"Red","Red","Red","Red","Blue","Top","Red"
"477","Blue",-1466,-2046,-2051,-1995,377,36,9,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"478","Blue",-1917,-1336,-2305,-1697,200,32,12,2016,"Red","Red","Red","Red","Blue","Mid","Red"
